Type,SKU item_sku,Title,Product Description,standard_price,img_src1,img_src2,img_src3
Pendants,PD0073-DLCE,0.95Ct Trillion Shaped Lab Created Emerald and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Lab Created Emerald and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-DLCR,0.95Ct Trillion Shaped Lab Created Ruby and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Lab Created Ruby and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-DLCS,0.95Ct Trillion Shaped Lab Created Sapphire and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Lab Created Sapphire and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-DPD,0.95Ct Trillion Shaped Peridot and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Peridot and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-DPT,0.95Ct Trillion Shaped Pink Topaz and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Pink Topaz and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-DSQ,0.95Ct Trillion Shaped Smokey Quartz and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Smokey Quartz and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-WA-DAM,0.95Ct Trillion Shaped Amethyst and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Amethyst and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-WA-DAQ,0.95Ct Trillion Shaped Aquamarine and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Aquamarine and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,161.25,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-WA-DBT,0.95Ct Trillion Shaped Blue Topaz and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Blue Topaz and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-WA-DCT,0.95Ct Trillion Shaped Citrine and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Citrine and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-WA-DGT,0.95Ct Trillion Shaped Garnet and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Garnet and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-WA-DLCE,0.95Ct Trillion Shaped Lab Created Emerald and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Lab Created Emerald and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-WA-DLCR,0.95Ct Trillion Shaped Lab Created Ruby and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Lab Created Ruby and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-WA-DLCS,0.95Ct Trillion Shaped Lab Created Sapphire and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Lab Created Sapphire and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-WA-DPD,0.95Ct Trillion Shaped Peridot and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Peridot and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-WA-DPT,0.95Ct Trillion Shaped Pink Topaz and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Pink Topaz and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-WA-DSQ,0.95Ct Trillion Shaped Smokey Quartz and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Smokey Quartz and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-YA-DAM,0.95Ct Trillion Shaped Amethyst and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Amethyst and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-YA-DAQ,0.95Ct Trillion Shaped Aquamarine and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Aquamarine and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,161.25,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-YA-DBT,0.95Ct Trillion Shaped Blue Topaz and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Blue Topaz and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-YA-DCT,0.95Ct Trillion Shaped Citrine and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Citrine and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-YA-DGT,0.95Ct Trillion Shaped Garnet and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Garnet and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-YA-DLCE,0.95Ct Trillion Shaped Lab Created Emerald and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Lab Created Emerald and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-YA-DLCR,0.95Ct Trillion Shaped Lab Created Ruby and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Lab Created Ruby and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-YA-DLCS,0.95Ct Trillion Shaped Lab Created Sapphire and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Lab Created Sapphire and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-YA-DPD,0.95Ct Trillion Shaped Peridot and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Peridot and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-YA-DPT,0.95Ct Trillion Shaped Pink Topaz and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Pink Topaz and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0073-YA-DSQ,0.95Ct Trillion Shaped Smokey Quartz and Diamond Pendant in 10K Gold,6x6 mm Trillion shaped Smokey Quartz and 12 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 0.95 carats and has the most perfect cut and clarity. white-diamonds weight 0.08 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,132,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-DAM,2.25Ct Round Shaped Amethyst and Diamond Pendant in 10K Gold,8x8 mm Round shaped Amethyst and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-DAQ,2.25Ct Round Shaped Aquamarine and Diamond Pendant in 10K Gold,8x8 mm Round shaped Aquamarine and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,262,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-DBT,2.25Ct Round Shaped Blue Topaz and Diamond Pendant in 10K Gold,8x8 mm Round shaped Blue Topaz and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-DCT,2.25Ct Round Shaped Citrine and Diamond Pendant in 10K Gold,8x8 mm Round shaped Citrine and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-DGA,2.25Ct Round Shaped Green Amethyst and Diamond Pendant in 10K Gold,8x8 mm Round shaped Green Amethyst and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-DGT,2.25Ct Round Shaped Garnet and Diamond Pendant in 10K Gold,8x8 mm Round shaped Garnet and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-DLCE,2.25Ct Round Shaped Lab Created Emerald and Diamond Pendant in 10K Gold,8x8 mm Round shaped Lab Created Emerald and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-DLCR,2.25Ct Round Shaped Lab Created Ruby and Diamond Pendant in 10K Gold,8x8 mm Round shaped Lab Created Ruby and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-DLCS,2.25Ct Round Shaped Lab Created Sapphire and Diamond Pendant in 10K Gold,8x8 mm Round shaped Lab Created Sapphire and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-DPD,2.25Ct Round Shaped Peridot and Diamond Pendant in 10K Gold,8x8 mm Round shaped Peridot and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-DPT,2.25Ct Round Shaped Pink Topaz and Diamond Pendant in 10K Gold,8x8 mm Round shaped Pink Topaz and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-DSQ,2.25Ct Round Shaped Smokey Quartz and Diamond Pendant in 10K Gold,8x8 mm Round shaped Smokey Quartz and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-WA-DAM,2.25Ct Round Shaped Amethyst and Diamond Pendant in 10K Gold,8x8 mm Round shaped Amethyst and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-WA-DAQ,2.25Ct Round Shaped Aquamarine and Diamond Pendant in 10K Gold,8x8 mm Round shaped Aquamarine and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,262,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-WA-DBT,2.25Ct Round Shaped Blue Topaz and Diamond Pendant in 10K Gold,8x8 mm Round shaped Blue Topaz and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-WA-DCT,2.25Ct Round Shaped Citrine and Diamond Pendant in 10K Gold,8x8 mm Round shaped Citrine and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-WA-DGA,2.25Ct Round Shaped Green Amethyst and Diamond Pendant in 10K Gold,8x8 mm Round shaped Green Amethyst and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-WA-DGT,2.25Ct Round Shaped Garnet and Diamond Pendant in 10K Gold,8x8 mm Round shaped Garnet and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-WA-DLCE,2.25Ct Round Shaped Lab Created Emerald and Diamond Pendant in 10K Gold,8x8 mm Round shaped Lab Created Emerald and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-WA-DLCR,2.25Ct Round Shaped Lab Created Ruby and Diamond Pendant in 10K Gold,8x8 mm Round shaped Lab Created Ruby and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-WA-DLCS,2.25Ct Round Shaped Lab Created Sapphire and Diamond Pendant in 10K Gold,8x8 mm Round shaped Lab Created Sapphire and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-WA-DPD,2.25Ct Round Shaped Peridot and Diamond Pendant in 10K Gold,8x8 mm Round shaped Peridot and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-WA-DPT,2.25Ct Round Shaped Pink Topaz and Diamond Pendant in 10K Gold,8x8 mm Round shaped Pink Topaz and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-WA-DSQ,2.25Ct Round Shaped Smokey Quartz and Diamond Pendant in 10K Gold,8x8 mm Round shaped Smokey Quartz and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-YA-DAM,2.25Ct Round Shaped Amethyst and Diamond Pendant in 10K Gold,8x8 mm Round shaped Amethyst and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-YA-DAQ,2.25Ct Round Shaped Aquamarine and Diamond Pendant in 10K Gold,8x8 mm Round shaped Aquamarine and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,262,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-YA-DBT,2.25Ct Round Shaped Blue Topaz and Diamond Pendant in 10K Gold,8x8 mm Round shaped Blue Topaz and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-YA-DCT,2.25Ct Round Shaped Citrine and Diamond Pendant in 10K Gold,8x8 mm Round shaped Citrine and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-YA-DGA,2.25Ct Round Shaped Green Amethyst and Diamond Pendant in 10K Gold,8x8 mm Round shaped Green Amethyst and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
Pendants,PD0074-YA-DGT,2.25Ct Round Shaped Garnet and Diamond Pendant in 10K Gold,8x8 mm Round shaped Garnet and 5 sparkling round white-diamonds are set in a shimmering 10K gold setting to make into a gorgeous pendant. The gemstone weighs 2.25 carats and has the most perfect cut and clarity. white-diamonds weight 0.03 carats total weight and have I-J color I1-I2 clarity. Wear this stylish fashion ring everyday with any outfit and at any occasion!!,233.5,Fill in the URL form google drive > Images > nycjd_images > Pendants,,
